district,mandal,industry_category,type_of_industry,unit_name,line_of_activity,investment,employement,present_status,export,type_of_connection,ie_or_not,district_name,mandal_name,employment,presentstatus,typeofindustry,typeofconnection
Hyderabad,Himayathnagar,Small,Proprietary,N A Engineering Works,Fly Ash Bricks/ Block Manufacturing,500000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Proprietary,Indian Enterprises,Diesel Pump Repairing And Servicing ( Complete Mechanical Dry Process),500000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Proprietary,Twin Pumps,Flakes From Rejected Pet Bottle,500000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Proprietary,Sri Shyam Textiles,Dry Cell Battery (Excluding Manufacturing Of Electrodes) And Assembling & Changing Of Acid Lead Battery On Micro Scale,500000.0,8.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Proprietary,Vasavi Paper Products,Electric Lamp ( Bulb) And Ge Manufacturing By Assembling Only,700000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Proprietary,Dolfin Exclusive Designer Footwear,Leather Foot Wear And Leather Products (Excluding Tanning And Hide Processing Except Cottage Scale),500000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Proprietary,Pratibha Industries Ltd,Industry Or Process Involving'Metal Surface Treatment Orprocess Such As Pickling/Electroplating/Paint Stripping/Heat Treatment Using Cyanidebath/ Phosphating Or Finishingand Anodizing / Enamellings/Galvanizing,500000.0,15.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Large,Proprietary,Salasar Hygiene Solutions,"Isolated Storage Of Hazardouschemicals (As Per Schedule Of Manufacturing, Storage Ofhazardous Chemicals Rules ;1989As Amended)",200000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Pvt Ltd,Rhizz Motors Private Limited,Decoration Of Ceramic Cups And Plates By Electric Furnace,350000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Medium,Proprietary,Varun Power Connectors,Dg Set Of Capacity > 5 Mva,150000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Proprietary,S Agri Foods,Food And Food Processing Including Fruits And Vegetable Processing,250000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Pvt Ltd,Jayalakshmi Enterprises,Dairy And Dairy Products ( Small Scale),350000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Medium,Proprietary,Icore Minerals And Granite Company,Stone Crushers,500000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Medium,Proprietary,D P Products,"Cement Products (Without Using Asbestos / Boiler / Steam Curing) Like Pipe ,Pillar, Jafri, Well Ring, Block/Tiles Etc.(Should Be Done In Closed Covered Shed To Control Fugitive Emissions)",800000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Proprietary,Edgefx Technologies Private Limited,Automobile Manufacturing(Integrated Facilities),300000.0,2.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Proprietary,Manikandan Kumarvel,Insulation And Other Coated Papers (Excluding Paper Or Pipe Manufacturing),700000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Proprietary,Y. Roshni,Cotton Spinning An. Weaving (Small Scale),700000.0,8.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Proprietary,Simcrete India Private Limited,Industrial Estates / Parks/Complexes / Areas / Export Processing Zones/ Sezs / Biotech Parks/ Leather Complex,250000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Himayathnagar,Small,Proprietary,Vision Granites,Fibre Glass Production Andprocessing (Excluding Moulding),200000.0,2.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Rajdhani Industries,"Industries Engaged In Recycling/Reprocessing/ Recovery/ Reuse Of Hazardous Waste Under Schedule Iv Of Hw( M, H& Tbm) Rules, 2008 - Items Namely - Brass Dross,Copper Dross,Copper Oxide Mill Scale,Copper Reverts, Cake & Residues, Waste Copper And Copper Alloys In Dispersible Form, Slags From Copper Processing For Further Processing Or Refining, Insulated Copper Wire Scrap/Copper With Pvc Sheathing Including Isri-Code Material Namely ""Druid"" Jelly Filled Copper Cables ""Zinc Dross-Hot Dip Galvanizersslab, Zinc Dross-Bottom Dross, Zinc Ash/Skimming Arising From Galvanizing And Die Casting Operations, Zinc Ash/Skimming/ Other Zinc Bearing Wastes Arising From Smelting And Refining, Zinc Ash And Residues Including Zinc Alloy Residues In Dispersible From,",700000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Has Industries,Industry Or Process Involving'Metal Surface Treatment Orprocess Such As Pickling/Electroplating/Paint Stripping/Heat Treatment Using Cyanidebath/ Phosphating Or Finishingand Anodizing / Enamellings/Galvanizing,500000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Pakeezah Paan,"Chilling Plant, Cold Storage And Ice Making",200000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Sri Priya Plastics,Reprocessing Of Waste Plastic Including Pvc,500000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Kids Funfoods India Private Limted,Cashew Nut Processing,200000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Allwin Food Products,Food And Food Processing Including Fruits And Vegetable Processing,350000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Indus Hair Extensions,Cotton Spinning And Weaving (Medium And Large Scale),200000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Musaddilal & Sons,Pulverization Of Bamboo And Scrap Wood,150000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Ssr Minerals India Private Limited,Mineral Stack Yard / Railway Sidings,300000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Deeksha Enterprise,Rubber Goods Industry (With Gas Operated Baby Boiler),150000.0,2.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Al Rahma Ice Cream Parlour And Bakery,Bakery And Confectionery Units With Production Capacity> 1 Tpd. ( Withovens / Furnaces),500000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,"Wadia Focus, Future Furniture","Carpentry & Wooden Furniture Manufacturing (Excluding Saw Mill) With The Help Of Electrical (Motorized) Machines Such As Electrical Wood Planner, Steel Saw Cutting Circular Blade, Etc",500000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Vaishnavi Industries,Electrical And Electronic Item Assembling ( Completely Dry Process),320000.0,2.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Sarco Laboratories,Emery Powder ( Fine Dust Of Sand) Manufacturing,250000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Amardeep Packaging,Packing Of Powdered Mill,250000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Someshwara Engineering Works,Fly Ash Bricks/ Block Manufacturing,300000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Reliance Note Book Manufacturers,"Pulp & Paper ( Large-Agro + Wood) , Small Pulp &Paper ( Agro Based-Wheatstraw/Rice Husk)",350000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Irfan Garments,Power Generation Plant [Exceptwind And Solar Renewablepower Plants Of All Capacities And Mini Hyde! Power Plant Of Capacity >25Mw[,250000.0,2.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Medium,Proprietary,M/S Fawn Packaging,"Cement Products (Without Using Asbestos / Boiler / Steam Curing) Like Pipe ,Pillar, Jafri, Well Ring, Block/Tiles Etc.(Should Be Done In Closed Covered Shed To Control Fugitive Emissions)",500000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Unique Bharat Baker,Bakery /Confectionery /Sweets Products (With Production Capacity Less Than 1 Tpd (With Gas Or Electrical Oven),300000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Elite Products,Ayurvedic And Homeopathic Medicine,400000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,M/S Krishna Food Products,Dairy And Dairy Products ( Small Scale),150000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,M/S.Rama Excavator,Power Generation Plant [Exceptwind And Solar Renewablepower Plants Of All Capacities And Mini Hyde! Power Plant Of Capacity >25Mw[,300000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Formulation,Pharmaceuticals,10.0,8.0,Inactive,No,Lt,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Hima Power,Thermal Power Plants,400000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Medium,Partnership,Indian Tent Makers,Coated Electrode Manufacturing,800000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Panwar Brothers,Automobile Manufacturing(Integrated Facilities),400000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,R.R.Apparels,Bailing (Hydraulic Press)Of Waste Papers,300000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Anand Jewellers,"Gravure Printing, Digital Printing On Flex, Vinyl",300000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Sri Venkateshwara Textiles,Cotton Spinning An. Weaving (Small Scale),300000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Sri Lakshmi Engineer And Fabrication,Engineering And Fabrication Units (Dry Process Without Any Heat Treatment / Metal Surface Finishing Operations / Painting),200000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Kannu Mark Beedi Factory,Tobacco Products Including Cigarettes And Tobacco/ Opium Processes,500000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Ashok Engg.Works,Synthetic Rubber Excluding Molding,200000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Shivraj Laxmichand Jain Jewellers,Ceramics And Refractories,300000.0,9.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Vieta Plus Foods & Beverages Private Limited,Biscuits Trays Etc From Rolled Pvc Sheet (Using Automatic Vacuum Forming Machines),200000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Microwaves & Electronic Systems,Transformer Repairing/ Manufacturing( Dry Process Only),200000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Gayatri Products,Manufacturing Of Iodized Salt Fromcrude/ Raw Salt,600000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Keerthi'S Printing Services,"Gravure Printing, Digital Printing On Flex, Vinyl",200000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Swathi Sri Foods,Coffee Seed Processing,200000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Compu Power Pvt Ltd,Electric Lamp ( Bulb) And Ge Manufacturing By Assembling Only,500000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Sri Annapurna Bhojanasala,Bakery /Confectionery /Sweets Products (With Production Capacity Less Than 1 Tpd (With Gas Or Electrical Oven),200000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Mubarak Furniture,Manufacturing Of Mirror From Sheet Glass,600000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Kundan Craft Private Ltd,"Ferrous And Non- Ferrous Metal Extraction Involving Different Furnaces Through Melting, Refining, Re-Processing, Casting And Alloy-Making",450000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Kalyani Products,Food And Food Processing Including Fruits And Vegetable Processing,400000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Adonika Jewellers,Power Generation Plant [Exceptwind And Solar Renewablepower Plants Of All Capacities And Mini Hyde! Power Plant Of Capacity <25Mw[,300000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Higene Biotech Private Limited,Bio Fertilizer And Bio-Pesticides Without Using Inorganic Chemicals,300000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Karni Green Building Products Private Limited,"Building & Construction Projects More Than 20,000 Sq.Mtrs Built-Up Area Having Discharge More Than 100 Kld",500000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Srinivas Deewan,"Cutting, Sizing And Polishing Of Marble Stone",300000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Sharada Engineering Enterprises,"Assembly Of Bicycles ,Baby Carriages And Other Small Non Motorizing Vehicles",500000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Proprietary,Bharat Ice Industries,Bakery /Confectionery /Sweets Products (With Production Capacity Less Than 1 Tpd (With Gas Or Electrical Oven),400000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Hyderabad,Small,Pvt Ltd,Wiiz Enterprises,Food And Food Processing Including Fruits And Vegetable Processing,300000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Proprietary,Jyothi File Industries,Rubber Goods Industry (With Gas Operated Baby Boiler),500000.0,8.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Proprietary,Synaptics Pharmaceuticals Private Limited,Assembling Of Acid Lead Battery (Upto 10 Batteries Per Day Excluding Lead Plate Casting),250000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Proprietary,Sea Cool Refrigeration Engineering Works,"Solar Power Generation Through Solar Photovoltaic Cell, Wind Power And Mini Hydel Power (Less Than 25 Mw)",500000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Proprietary,Omsai Constructions,Ready Mix Cement Concrete,300000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Proprietary,Dpsp,Pulp & Paper ( Waste Paper Based Without Bleaching Process Tomanufacture Kraft Paper),520000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Proprietary,Suchithra Systum,Cotton And Woolen Hosiers Making ( Dry Process Only Without Any Dying / Washing Operation),500000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Proprietary,Akson Restaurant,Chanachur And Ladoo From Puffed And Beaten Rice( Murl And Shira) Using Husk Fired Oven,300000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Pvt Ltd,Diabetomics Medical Private Limited,Ayurvedic And Homeopathic Medicines (Without Boiler),300000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Proprietary,Plastopack,Packing Of Powdered Mill,400000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Proprietary,Designed Doors,"Modular Wooden Furniture From Particle Board, Mdf< Swan Timber Etc, Ceiling Tiles/ Partition Board From Saw Dust, Wood Chips Etc., And Other Agricultural Waste Using Synthetic Adhesive Resin, Wooden Box Making ( With Boiler)",500000.0,8.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Medium,Proprietary,Dairy Ice Cream & Frozen Foods Pvt Ltd,Dairy And Dairy Products ( Small Scale),500000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Pvt Ltd,Prag Distillery Pvt Limited,Distillery ( Molasses / Grain /Yeast Based),450000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Proprietary,Kishoresons Detergents Pvt Ltd,Leather Cutting And Stitching (More Than 10 Machine And Using Motor),900000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Pvt Ltd,Think Grey Ads Private Limited,Thermal Power Plants,300000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Khairatabad,Small,Proprietary,Deepa Jewellers Private Limited,"Gravure Printing, Digital Printing On Flex, Vinyl",500000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Musheerabad,Small,Proprietary,Majmun Technologies Private Limited,"Glass , Ceramic, Earthen Potteries, Tile And Tile Manufacturing Using Electrical Kiln Or Not Involving Fossil Fuel Kiln",500000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Musheerabad,Small,Proprietary,Sri Durga Graphics,Power Generation Plant [Exceptwind And Solar Renewablepower Plants Of All Capacities And Mini Hyde! Power Plant Of Capacity <25Mw[,100000.0,2.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Musheerabad,Small,Pvt Ltd,Divya Agro Roller Flour Mills Pvt Ltd,"Chilling Plant, Cold Storage And Ice Making",350000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Musheerabad,Small,Proprietary,Sri Ganesh Handloom And Textiles,Cotton Spinning An. Weaving (Small Scale),300000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Musheerabad,Small,Proprietary,Sky Readymade Garments,"Assembly Of Air Coolers /Conditioners ,Repairing And Servicing",500000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Musheerabad,Small,Proprietary,Shubham Enterprises,Printing Press,150000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Musheerabad,Small,Proprietary,Super Bed Works,"Gravure Printing, Digital Printing On Flex, Vinyl",500000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Musheerabad,Small,Pvt Ltd,M/S Vardhman Industries,"Building And Construction Project More Than 20,000 Sq. M Built Up Area",500000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Musheerabad,Small,Proprietary,Pratap Poultry Equipments,Engineering And Fabrication Units (Dry Process Without Any Heat Treatment / Metal Surface Finishing Operations / Painting),700000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Musheerabad,Small,Proprietary,Royal Mart,Mechanized Laundry Using Oil Firedboiler,500000.0,8.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Musheerabad,Small,Proprietary,Lorven Industries,Bio Fertilizer And Bio-Pesticides Without Using Inorganic Chemicals,600000.0,9.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Nampally,Small,Pvt Ltd,Atamos Nanotech Private Limited,Reprocessing Of Waste Cotton,300000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Nampally,Small,Proprietary,Ajay Metal Works,Chalk Making From Plaster Of Paris ( Only Casting Without Boilers Etc. ( Sun Drying / Electrical Oven),300000.0,8.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Nampally,Medium,Pvt Ltd,Hyderabad Metal Products,"Carpentry & Wooden Furniture Manufacturing (Excluding Saw Mill) With The Help Of Electrical (Motorized) Machines Such As Electrical Wood Planner, Steel Saw Cutting Circular Blade, Etc",300000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Nampally,Small,Proprietary,Raitech Communications & Equipments,Packing Materials Manufacturing From Non Asbestos Fibre Vegetable Fibre Yarn,700000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Nampally,Small,Partnership,Aus Automotive Laboratories,Airports And Commercial Airstrips,500000.0,10.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Nampally,Medium,Pvt Ltd,Sasidhar Industries,Thermal Power Plants,700000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Nampally,Small,Proprietary,Al Yameen Frozen Foods,Bakery /Confectionery /Sweets Products (With Production Capacity Less Than 1 Tpd (With Gas Or Electrical Oven),300000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Nampally,Medium,Pvt Ltd,Krishna Hardware Solution Private Limited,"Ports And Harbour, Jetties Anddredging Operations",150000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Nampally,Small,Pvt Ltd,Kmg Metals,Polythene And Plastic Processed Products Manufacturing(Virgin Plastic),300000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Saidabad,Small,Proprietary,Marvel Building Products,Heavy Engineering Including Ship Building (With Investment On Plant & Machineries More Than Rs. 10 Crores),500000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Saidabad,Small,Proprietary,Sri Annapurna Kundan Craft,"Dry Coal Processing, Mineral Processing, Industries Involving Ore Sintering, Pelletisating, Grinding And Pulverisation",500000.0,6.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Saidabad,Small,Proprietary,Prakriti,"Flyash Export, Transport & Disposal Facilities",500000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Proprietary,Sree Maruthi Refrigeration,Reel Manufacturing,300000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Proprietary,Young Engineering,"Chilling Plant, Cold Storage And Ice Making",400000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Pvt Ltd,Panchavati Polyfibres Limited,Basic Chemicals And Electrochemicals And Its Derivativesincluding Manufacturing Of Acid,300000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Pvt Ltd,Royale Paper Products,Pulp & Paper ( Waste Paper Based Without Bleaching Process Tomanufacture Kraft Paper),250000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Pvt Ltd,Sri Revoos Heat Engineers,Reprocessing Of Waste Plastic Including Pvc,320000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Pvt Ltd,Prudent Automation Private Limited,Emery Powder ( Fine Dust Of Sand) Manufacturing,300000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Proprietary,Kapila Breeders And Hatcheries Pvt Ltd.,Basic Chemicals And Electrochemicals And Its Derivativesincluding Manufacturing Of Acid,300000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Proprietary,Sri Deepthi Foils Ltd,Oil Mill Ghani & Extraction ( No Hydrogenation / Refining),250000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Proprietary,Samarth Plastics,Polythene And Plastic Processed Products Manufacturing(Virgin Plastic),300000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Pvt Ltd,Meera Fibretek Private Limited,Bio Fertilizer And Bio-Pesticides Without Using Inorganic Chemicals,250000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Proprietary,A J Engineering Mechanical Works,Engineering And Fabrication Units (Dry Process Without Any Heat Treatment / Metal Surface Finishing Operations / Painting),350000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Proprietary,Krishna Tiffins,Parboiled Rice Mills,200000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Proprietary,Deccan Chronicle Holdings Limited,Building And Construction Projects With Waste Water More Than 100 Kld,350000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Proprietary,Kgn Welding Works,Manufacturing Of Mirror From Sheet Glass,200000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Medium,Proprietary,Renuka Enterprises,Engineering And Fabrication Units (Dry Process Without Any Heat Treatment / Metal Surface Finishing Operations / Painting),50.0,12.0,Active,No,Lt,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Pvt Ltd,Shiv Shanker Paper Plates,Bailing (Hydraulic Press)Of Waste Papers,300000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Medium,Pvt Ltd,Alistoflex Industrial Solutions Private Limited,Dry Cell Battery (Excluding Manufacturing Of Electrodes) And Assembling & Changing Of Acid Lead Battery On Micro Scale,600000.0,5.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Pvt Ltd,N S Digital Flexo,Digital Printing On Pvc Clothes,200000.0,2.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Pvt Ltd,Dm Enterprises,"Cement Products (Without Using Asbestos / Boiler / Steam Curing) Like Pipe ,Pillar, Jafri, Well Ring, Block/Tiles Etc.(Should Be Done In Closed Covered Shed To Control Fugitive Emissions)",300000.0,4.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Secunderabad,Small,Pvt Ltd,Anand Jewellers,Power Looms (Without Dye And Bleaching),400000.0,2.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Shaikpet,Small,Pvt Ltd,Wiiz Enterprises,Food And Food Processing Including Fruits And Vegetable Processing,300000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Hyderabad,Shaikpet,Small,Proprietary,Ssgn Infotech Llp,Excavation Of Sand From The River Bed (Excluding Manual Excavation),400000.0,8.0,Active,No,Ht,NO,,,0.0,,,
Jagtial,Pegadapalle,Small,Proprietary,Slippery Wen Wet,"Glass Ceramics, Earthen Potteries And Fired Kilns, Coating On Glasses Usingcerium Fluorides And Magnesiumfluoride Etc",230000.0,3.0,Active,No,Ht,NO,,,0.0,,,
Karimnagar,Shankarapatnam,Micro,Partnership,M/S Sri Venkateshwara Modern Rice Mill,Parboiled Rice Mills,125.0,17.0,Active,No,Ht,YES,,,0.0,,,
Mahabubabad,Nellikudur,Micro,Proprietary,Vasanthalaxmi Poultry Farm,"Poultry, Hatchery And Piggery",10.0,8.0,Active,No,Lt,NO,,,0.0,,,
Sangareddy,Jinnaram,Small,Partnership,Bharat Boards Industries,Ply-Board Manufacturing (Includingveneer And Laminate) With Oil Firedboiler/ Thermlc Fluid Heater(Withoutresin Plant),500.0,12.0,Active,No,Ht,NO,,,0.0,,,
